Kategori_Asal,Judul,Penulis,Deskripsi,ISBN,Bahasa,Penerbit,Cover_URL,Local_Path
Agama,Sejarah lengkap agama-agama ibahimi dari masa ke masa,Rizem Aizid (Pengarang) ; Yusri Elga (Penyunting),"Bila dikategorikan menurut sumbernya, agama terbagi dua. Pertama, agama samawi, yakni agama yang bersumber dari wahyu. Kedua, agama ardhi, yaitu agama yang bersumber dari bumi. Agama wahyu bercabang tiga, yaitu Yahudi, Nasrani (Kristen), dan Islam. Agama Yahudi dibawa oleh Nabi Musa. Agama Kristen dibawa oleh Nabi Isa as. Agama Islam dibawa oleh Nabi Muhammad Saw. Agama-agama besar ini disebut agama Abrahamik lantaran para pembawanya adalah anak cucu Nabi Ibrahim as. Lantas, bagaimanakah sejarah kelahiran dan perkembangan agama-agama Abrahamik dari masa ke masa? Buku ini disusun untuk memberikan informasi dengan sangat detail mengenai sejarah agama-agama Abrahamik. Mulai dari pengertiannya, sejarah kelahirannya, perkembangannya, para nabi yang membawanya, sistem kepercayaannya, kitab-kitabnya, tempat sucinya, ajaran-ajarannya, sekte atau aliran yang berkembang di dalam agama-agama tersebut, dan lain-lain.",9786027696877,Indonesia,"Yogyakarta : IRCiSoD, 2023",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/241534.jpg,covers\sejarah_lengkap_agama-agama_ibahimi_dari_masa_ke_masa.jpg
Agama,Ensiklopedi al-qur'an 'jilid 3'. : Akhlak,Muhammad Kamil Hasan al-mahami (Pengarang) ; Ahmad Fawaid Syadzili (Penerjemah),Belum ada deskripsi :(,9799947901,Indonesia,"Jakarta ; : PT Kharisma ilmu, 2009",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/241525.jpeg,covers\ensiklopedi_al-qur'an_'jilid_3'.__akhlak.jpg
Agama,Muhammad al-Fatih (1432-1481) : sang penakluk yang diramalkan,"Ash-Shallabi, Ali Muhammad (Pengarang) ; Imam Fauzi (Penerjemah) ; Firman Arifiant (Penyunting) ; M. Muflih (Penyunting)","Buku ini secara detil memotret perjalanan hidup sosok Al-Fatih; sejak era kelahirannya pada saat Sultan Murad II memerintah hingga akhir hayatnya. Tak terlewatkan momen-momen penting ketika Al-Fatih berhasil menaklukkan Konstantinopel pada tanggal 29 Mei 1453 M; dari persiapan perang, pengepungan selama 54 hari, hingga pengambilalihan dan pemulihan kota tersebut setelah ditaklukkan. Penaklukan Konstantinopel inilah yang menegaskan posisi Daulah Utsmaniyah sebagai negara kuat di mata dunia. Keberhasilan meruntuhkan Imperium Bizantium menjadikan kekuatan politik dunia mana saja berhitung ulang jika ingin berkonfrontasi dengan Turki Utsmani.",9789790395909,Indonesia,"Solo : Aqwam, 2017",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/241495.png,covers\muhammad_al-fatih_(1432-1481)__sang_penakluk_yang_diramalkan.jpg
Agama,Dalil-dalil agama Gus Dur : dalil-dalil kunci pergumulan Islam Indonesia,Nur Khalik Ridwan (Pengarang) ; Yudi (Penyunting),"Sejarah telah mencatat nama Gus Dur dengan tinta emas, sebagai sosok pemimpin yang egaliter sekaligus pemikir Islam yang cemerlang. Konsistensi Gus Dur menunjukkan wajah Islam Wasathiyah di Nusantara berbuah positif. Maka, tidak heran apabila setiap percik pemikiran Gus Dur dianggap sebagai warisan berharga yang layak dipelajari dan dijadikan pegangan. Gus Dur sering mengutip beberapa ayat al-Qur’an, hadits, hikmah, dan beberapa kaidah dalam rangka elaborasi Islam Wasthiyah. Menariknya, Gus Dur selalu memberikan penjelasan secara logis dan mendalam atas kutipan dalil yang dipakainya, meski tak jarang tanpa menyebut sumber rujukannya. Nah, dalam buku ini, Anda akan menemukan penjelasan komprehensif tentang sumber rujukan dalil yang dipakai Gus Dur tersebut. Lebih dari itu, penulis juga menerangkan kontekstualisasi dari setiap pemikiran Gus Dur, sehingga pembaca tidak perlu lagi khawatir akan terjebak dalam kesalahpahaman memahami pemikiran dan perjuangan Gus Dur.",9786236166604,Indonesia,"Yogyakarta : IRCiSoD, 2021",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/241185.jpeg,covers\dalil-dalil_agama_gus_dur__dalil-dalil_kunci_pergumulan_isla.jpg
Agama,4 jurus aktivasi sukses,"YUNARDI, Syukur (Pengarang) ; Abdul Latif (Penyunting)","Buku ini memaparkan secara jelas dan detail untuk kita semua, lengkap dengan berbagai tips aktivasi jurus-jurus yang ada.",9786021907702,-,"Jakarta : Al Maghfiroh, 2022",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/241049.jpeg,covers\4_jurus_aktivasi_sukses.jpg
Agama,Sebab turunnya ayat al-qur'an,Jalaluddin as-Suyuthi (Pengarang) ; tim Abdul Hayyie (Penerjemah) ; Ivan Satria (Penyunting),Belum ada deskripsi :(,9789790770751,Indonesia,"Jakarta : gema insani, 2008",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240985.jpeg,covers\sebab_turunnya_ayat_al-qur'an.jpg
Agama,The history the qur'anic text from revelation to compilation : sejarah teks al-qur'an dari wahyu sampai kompilasi,"Prof. Dr. M. M. Al-A'zami (Pengarang) ; Dr. Sohirin Solihin, Dr. Anis Malik Thoha (Penerjemah)",buku ini menyajikan ide pemikiran secara lugas tentang kitab suci al-qur'an serta sistem preservasinya dan sekaligus membedah trick negatif dansasaran tembak pihak orientalitas,9795619373,Indonesia,"Depok ; : Gema insani, 2008",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240931.jpg,covers\the_history_the_qur'anic_text_from_revelation_to_compilation.jpg
Agama,Kamus sejarah agama islam,Syarif yahya (Pengarang),Belum ada deskripsi :(,9786027768406,Indonesia,"Bandung ; : Nuansa cendekia, 2013",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240899.jpg,covers\kamus_sejarah_agama_islam.jpg
Agama,Ensiklopedi hukum pidana islam jilid 5,Abdul Qadir Audah (Pengarang) ; tim tsalisah (Penerjemah),Belum ada deskripsi :(,9789791720359,Indonesia,"Jakarta ; : PT Kharisma ilmu, 2008",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240850.jpeg,covers\ensiklopedi_hukum_pidana_islam_jilid_5.jpg
Agama,Ensiklopedi hukum pidana islam jilid 4,Abdul Qadir Audah (Pengarang) ; tim tsalisah (Penerjemah),Belum ada deskripsi :(,9789791720342,Indonesia,"Jakarta ; : PT Kharisma ilmu, 2008",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240839.jpeg,covers\ensiklopedi_hukum_pidana_islam_jilid_4.jpg
Agama,Ensiklopedi hukum pidana islam jilid 3,Abdul Qadir Audah (Pengarang) ; tim tsalisah (Penerjemah),Belum ada deskripsi :(,97899791720335,Indonesia,"Jakarta ; : PT Kharisma ilmu, 2008",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240836.jpeg,covers\ensiklopedi_hukum_pidana_islam_jilid_3.jpg
Agama,Ensiklopedi hukum pidana islam jilid 2,Abdul Qadir Audah (Pengarang) ; tim tsalisah (Penerjemah),Belum ada deskripsi :(,9789791720328,Indonesia,"Jakarta ; : PT Kharisma ilmu, 2008",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240826.jpeg,covers\ensiklopedi_hukum_pidana_islam_jilid_2.jpg
Agama,Ensiklopedi hukum pidana islam jilid 1,Abdul Qadir Audah (Pengarang) ; tim tsalisah (Penerjemah),Belum ada deskripsi :(,9789791720311,Indonesia,"Jakarta ; : PT Kharisma ilmu, 2008",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240820.jpg,covers\ensiklopedi_hukum_pidana_islam_jilid_1.jpg
Agama,Ensiklopedia pendidikan akhlak mulia : Panduan mendidik anak menurut metode islam jilid 3,Abdullah Nasih Ulwan (Pengarang) ; Ahmad Maulana (Penerjemah),buku ini merupakan uraian dari metode yang tepat dan lengkap tetang cara mendidik anak dalam islam,9786029083569,Indonesia,"Jakarta ; : Lentera abadi, 2012; ©Darus salam,Cairo,Mesir,2006",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240801.jpg,covers\ensiklopedia_pendidikan_akhlak_mulia__panduan_mendidik_anak_.jpg
Agama,Mukzijat maaf,Ayunin (Pengarang),"Dalam kehidupan ini, tanpa disadari kita akan sering mengalami berbagai benturan, baik dengan teman, keluarga, ataupun dalam kehidupan sosial bermasyarakat.",9786027633094,Indonesia,"Jakarta : Al Maghfiroh, 2022",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240800.jpeg,covers\mukzijat_maaf.jpg
Agama,"Kamus istilah ekonomi islam : Istilah-istilah populer dalam perbankan,bursa saham,multifinance dan asuransi syariah",Ahmad Subagyo (Pengarang),Kamus ini dapet memberikan kontribusi yang positif bagi perkembangan ekonomi islam di Indonesia dan sangat membantu para mahasiswa serta masyarakat umum yang sedang mempelajari ekonomi islam,9789792756432,Indonesia,"Jakarta ; : PT Elex media komputindo, 2009",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240789.jpg,covers\kamus_istilah_ekonomi_islam__istilah-istilah_populer_dalam_p.jpg
Agama,Ensiklopedi islam (ringkas),Glasse Cyril (Pengarang) ; Ghufron A. Mas'adi (Penerjemah),Belum ada deskripsi :(,9794216046,Indonesia,"Jakarta ; : RajaGrafindo Persada, 1996",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240779.jpg,covers\ensiklopedi_islam_(ringkas).jpg
Agama,Atlas al-qur'an jilid 2 : Jejak rasulullah saw,Syauqi Abu Khalil (Pengarang) ; Ahsin Sakho Muhammad (Penerjemah),Belum ada deskripsi :(,9799947985,Indonesia,"Jakarta ; : PT Kharisma ilmu, 2008",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240715.jpg,covers\atlas_al-qur'an_jilid_2__jejak_rasulullah_saw.jpg
Agama,Atlas al-qur'an jilid 1 : Jejak para nabi,Syauqi Abu Khalil (Pengarang) ; Ahsin Sakho Muhammad (Penerjemah),Belum ada deskripsi :(,9799947979,Indonesia,"Jakarta ; : PT Kharisma ilmu, 2008",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240711.jpg,covers\atlas_al-qur'an_jilid_1__jejak_para_nabi.jpg
Agama,Ensiklopedia mukjizat ilmiah hadits nabi jilid 8 : Hakikat jiwa manusia,Ahmad Syawqi Ibrahim (Pengarang) ; Setiawati (Penyunting) ; Deni Jaenal Yusuf (Ilustrator),Belum ada deskripsi :(,9789790551190,Indonesia,"Bandung ; : Sygma publishing, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240709.jpg,covers\ensiklopedia_mukjizat_ilmiah_hadits_nabi_jilid_8__hakikat_ji.jpg
Agama,Ensiklopedia mukjizat ilmiah hadits nabi jilid 7 : Binatang darat dan laut,Ahmad Syawqi Ibrahim (Pengarang) ; Nia Kurnianingsih (Penyunting) ; Deni Jaenal Yusuf (Pengarang),buku ini menjelaskan secara mendalam disertai premis-premis ilmiah yang menakjubkan,9789790551176,Indonesia,"Bandung ; : Sygma publishing, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240704.jpg,covers\ensiklopedia_mukjizat_ilmiah_hadits_nabi_jilid_7__binatang_d.jpg
Agama,"Ensiklopedia mukjizat ilmiah hadits nabi jilid 6 : Serangga, laba-laba, dan mikroba",Ahmad Syawqi Ibrahim (Pengarang) ; Nia Kurnianingsih (Penyunting) ; Deni Jaenal Yusuf (Ilustrator),"buku ini semakin membuktikan bahwa sabda rasulullah bukanlah sabda yang bernilai biasa, yaitu bukti kemukjizatannya sebagai utusan Allah",9789790551169,Indonesia,"Bandung ; : Sygma publishing, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240699.jpg,"covers\ensiklopedia_mukjizat_ilmiah_hadits_nabi_jilid_6__serangga,_.jpg"
Agama,Ensiklopedia mukjizat ilmiah hadits nabi jilid 5 : Rahasia tumbuhan dan manfaatnya,Ahmad Syawqi Ibrahim (Pengarang) ; Topik Mulyana (Penyunting) ; Deni Jaenal Yusuf (Ilustrator),buku ini menjelaskan secara mendalam disertai premis-premis ilmiah yang menakjubkan,9789790551152,Indonesia,"Bandung ; : Sygma publishing, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240695.jpg,covers\ensiklopedia_mukjizat_ilmiah_hadits_nabi_jilid_5__rahasia_tu.jpg
Agama,Ensiklopedia mukjizat ilmiah hadits nabi jilid 4 : Rahasia di balik materi,Ahmad Syawqi Ibrahim (Pengarang) ; Noeraida (Penyunting) ; Deni Jaenal Yusuf (Ilustrator),buku ini menjelaskan secara mendalam disertai premis-premis ilmiah yang menakjubkan,97897905511145,Indonesia,"Bandung ; : Sygma publishing, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240686.jpg,covers\ensiklopedia_mukjizat_ilmiah_hadits_nabi_jilid_4__rahasia_di.jpg
Agama,Ensiklopedia mukjizat ilmiah hadits nabi Jilid 2 : Manusia dan proses penciptaannya,Ahmad Syawqi Ibrahim (Pengarang) ; Setiawati (Penyunting),"buku ini akan membahas bukti-bukti dan kemukjizatan ilmiah yang berhubungan dengan penciptaan alam semesta dan manusia,dari awal diciptakan sampai berakhirnya.",9789790551121,Indonesia,"Bandung ; : Sygma publishing, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240676.jpg,covers\ensiklopedia_mukjizat_ilmiah_hadits_nabi_jilid_2__manusia_da.jpg
Agama,Ensiklopedia mukjizat ilmiah hadits nabi jilid 1 : Kebenaran risalah Muhammad,Ahmad Syawqi Ibrahim (Pengarang) ; Topik Mulyana (Penyunting),"buku ini membahas tentang hal-hal yang berhubungan dengan sunah, seperti kekeliruan pemahaman sebagian ulama terhadap sunah serta meluruskan pemahaman yang mengatakan bahwa rasulullah tidak dijamin dalam hal berbuat salah",9789790551114,Indonesia,"Bandung ; : Sygma publishing, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240675.jpg,covers\ensiklopedia_mukjizat_ilmiah_hadits_nabi_jilid_1__kebenaran_.jpg
Agama,Ensiklopedi hikmah : Memetik buah kehidupan di kebun hikmah,Abdul Halim Fathani (Pengarang),Belum ada deskripsi :(,9792544798,Indonesia,"Jogjakarta ; : Darul hikmah, 2008; ©Darul Hikmah,2008",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240600.jpg,covers\ensiklopedi_hikmah__memetik_buah_kehidupan_di_kebun_hikmah.jpg
Agama,Kemukjizatan tumbuhan dan buah-buahan jilid 6 : Ensiklopedia mukjizat alquran dan hadis,Hisham Thalbah (Pengarang) ; Syarif Hade Masyah (Penerjemah),buku ini menghantarkan bukti-bukti faktual terkait informasi yang diungkap alquran dan hadis terkait tumbuhan dan buah-buahan,9786028255066,Indonesia,"Jakarta ; : Sapta Sentosa, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240330.jpg,covers\kemukjizatan_tumbuhan_dan_buah-buahan_jilid_6__ensiklopedia_.jpg
Agama,Kemukjizatan penciptaan hewan jilid 5 : Ensiklopedia mukjizat alquran dan hadis,Hisham Thalbah (Pengarang) ; Syarif Hade Masyah (Penerjemah),"buku ini menceritakan keajaiban penciptaan hewan, terutama hewan yang diungkap dalam alquran dan hadis, seperti semut,anjing,laba-laba dan burung",9786028255059,Indonesia,"Jakarta ; : Sapta Sentosa, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240326.jpg,covers\kemukjizatan_penciptaan_hewan_jilid_5__ensiklopedia_mukjizat.jpg
Agama,Kemukjizatan psikoterapi islam jilid 4 : Ensiklopedia mukjizat alquran dan hadis,Hisham Thalbah (Pengarang) ; Syarif Hade Masyah (Penerjemah),buku ini menceritakan tentang masalah kesehatan jiwa yang sudah lama menjadi perhatian dalam islam,9786028255042,Indonesia,"Jakarta ; : Sapta Sentosa, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240320.jpg,covers\kemukjizatan_psikoterapi_islam_jilid_4__ensiklopedia_mukjiza.jpg
Agama,Kemukjizatan pengobatan dan makanan jilid 3 : Ensiklopedia mukjizat alquran dan hadis,Hisham Thalbah (Pengarang) ; Syarif Hade Masyah (Pengarang),buku ini dibuat agar kita memahami adanya makanan dan minuman yang dilarang untuk dikonsumsi dalam islam,9786028255035,Indonesia,"Jakarta ; : Sapta Sentosa, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240314.jpg,covers\kemukjizatan_pengobatan_dan_makanan_jilid_3__ensiklopedia_mu.jpg
Agama,Kemukjizatan penciptaan manusia jilid 2 : Ensiklopedia mukjizat alquran dan hadis,Hisham Thalbah (Pengarang) ; Syarif Hade Masyah (Penerjemah),"buku ini menceritakan awal mula penciptaan manusia dari saat berproses sebagai embrio hingga menemui ajal, hal ini diungkap oleh semua alquran dan hadis yang sangat detail dan lengkap",9786028255028,Indonesia,"Jakarta ; : Sapta Sentosa, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240310.jpg,covers\kemukjizatan_penciptaan_manusia_jilid_2__ensiklopedia_mukjiz.jpg
Agama,Kemukjizatan fakta sejarah jilid 1 : Ensiklopedia mukjizat alquran dan hadis,Hisham Thalbah (Pengarang) ; Syarif Hade Masyah (Penerjemah),"Buku ini mengisahkan banyak kejadian masa lalu, seperti kisah Adam,kaum Nuh,kaum Luth, kaum Ibrahim, kaum Tsamud, kaum Saba, bani Israil, Firaun, Haman dan Dzulqarnain.",9786028255011,Indonesia,"Jakarta ; : Sapta Sentosa, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240305.jpg,covers\kemukjizatan_fakta_sejarah_jilid_1__ensiklopedia_mukjizat_al.jpg
Agama,Bukan buku agama bukan resep masakan,Muhammad Suherman (Pengarang) ; Ayun (editor),"Sepilihan tulisan dan puisi di buku ini mengajak Anda sejenak merenungkan banyak kejadian di negeri ini, menumbuhkan lagi empati yang nyaris mati, menimbang pikiran sekaligus mendengar suara hati paling sunyi.",9786231892430,Indonesia,"Yogyakarta : Diva Press, 2023",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/240224.jpeg,covers\bukan_buku_agama_bukan_resep_masakan.jpg
Agama,"Ensiklopedi islam untuk pelajar., : Jilid 6 'tab-zul'",Ade Armando (Pengarang) ; Abdul Arief (Ilustrator) ; Mochammad Syu'bi (Penerjemah),Belum ada deskripsi :(,9799226163,Indonesia,"Jakarta ; : Ichtiar baru van hoeve, 2005",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239950.jpg,"covers\ensiklopedi_islam_untuk_pelajar.,__jilid_6_'tab-zul'.jpg"
Agama,Ensiklopedi islam untuk pelajar : Jilid 5 'pbb-syu',Ade Armando (Pengarang) ; Abdul Arief (Ilustrator) ; Mochammad Syu'bi (Penerjemah),Belum ada deskripsi :(,9799226155,Indonesia,"Jakarta ; : Ichtiar baru van hoeve, 2005",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239946.jpg,covers\ensiklopedi_islam_untuk_pelajar__jilid_5_'pbb-syu'.jpg
Agama,Ensiklopedi islam untuk pelajar; : Jilid 4 'mad-pat',Ade Armando (Pengarang) ; Abdul Arief (Ilustrator) ; Mochammad Syu'bi (Penerjemah),Belum ada deskripsi :(,9799226147,Indonesia,"Jakarta ; : Ichtiar baru van hoeve, 2005",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239941.jpg,covers\ensiklopedi_islam_untuk_pelajar;__jilid_4_'mad-pat'.jpg
Agama,"Ensiklopedi islam untuk pelajar, : Jilid 3 'Idu-Lut'",Ade Armando (Pengarang) ; Abdul Arief (Ilustrator) ; Mochammad Syu'bi (Penerjemah),Belum ada deskripsi :(,9799226139,Indonesia,"Jakarta ; : Ichtiar baru van hoeve, 2005",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239939.jpg,"covers\ensiklopedi_islam_untuk_pelajar,__jilid_3_'idu-lut'.jpg"
Agama,Ensiklopedi islam untuk pelajar. : Jilid 2 'bud-idr',Ade Armando (Pengarang) ; Abdul Arief (Ilustrator) ; Mochammad Syu'bi (Penerjemah),Belum ada deskripsi :(,9799226120,Indonesia,"Jakarta ; : Ichtiar baru van hoeve, 2005",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239934.jpg,covers\ensiklopedi_islam_untuk_pelajar.__jilid_2_'bud-idr'.jpg
Agama,Ensiklopedi islam untuk pelajar : Jilid 1 'abb-bru',Ade Armando (Pengarang) ; Abdul Arief (Ilustrator) ; Mochammad Syu'bi (Penerjemah),Belum ada deskripsi :(,9799226112,Indonesia,"Jakarta ; : Ichtiar baru van hoeve, 2005",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239924.jpg,covers\ensiklopedi_islam_untuk_pelajar__jilid_1_'abb-bru'.jpg
Agama,Al-qur'an & tafsirnya : Mukadimah,Kementrian agama RI (Pengarang),Belum ada deskripsi :(,9789797972295,Indonesia,"Jakarta ; : Lentera abadi, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239914.jpg,covers\al-qur'an_&_tafsirnya__mukadimah.jpg
Agama,"Pengembangan kurikulum pendidikan agama islam di sekolah, madrasah, dan perguruan tinggi",Muhaimin (Pengarang),bibliografi halaman 315,9789793654362,Indonesia,"Depok : Rajawali Pers, 2019",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239906.jpg,"covers\pengembangan_kurikulum_pendidikan_agama_islam_di_sekolah,_ma.jpg"
Agama,Al-qur'an & tafsirnya jilid X : Juz 28-29-30,Kementrian agama RI (Pengarang),Belum ada deskripsi :(,9789797972288,Indonesia,"Jakarta ; : Lentera abadi, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239901.jpg,covers\al-qur'an_&_tafsirnya_jilid_x__juz_28-29-30.jpg
Agama,Al-qur'an & tafsirnya jilid IX : Juz 25-26-27,Kementrian agama RI (Pengarang),Belum ada deskripsi :(,9789797972271,Indonesia,"Jakarta ; : Lentera abadi, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239890.jpg,covers\al-qur'an_&_tafsirnya_jilid_ix__juz_25-26-27.jpg
Agama,Al-qur'an & tafsirnya jilid VIII : Juz 22-23-24,Kementrian agama RI (Pengarang),Belum ada deskripsi :(,97899797971939,Indonesia,"Jakarta ; : Lentera abadi, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239866.jpg,covers\al-qur'an_&_tafsirnya_jilid_viii__juz_22-23-24.jpg
Agama,Al-qur'an & tafsirnya jilid VII : Juz 19-20-21,Kementrian agama RI (Pengarang),Belum ada deskripsi :(,9793843012,Indonesia,"Jakarta ; : Lentera abadi, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239686.jpg,covers\al-qur'an_&_tafsirnya_jilid_vii__juz_19-20-21.jpg
Agama,Al-qur'an & tafsirnya jilid VI : Juz 16-17-18,Kementrian agama RI (Pengarang),Belum ada deskripsi :(,9793843012,Indonesia,"Jakarta ; : Lentera abadi, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239680.jpg,covers\al-qur'an_&_tafsirnya_jilid_vi__juz_16-17-18.jpg
Agama,Al-qur'an & tafsirnya jilid V : Juz 13-14-15,Kementrian agama RI (Pengarang),Belum ada deskripsi :(,9793843012,Indonesia,"Jakarta ; : Lentera abadi, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239675.jpg,covers\al-qur'an_&_tafsirnya_jilid_v__juz_13-14-15.jpg
Agama,Al-qur'an & tafsirnya jilid IV : Juz 10-11-12,Kementrian agama RI (Pengarang),Belum ada deskripsi :(,9793843012,Indonesia,"Jakarta ; : Lentera abadi, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239666.jpg,covers\al-qur'an_&_tafsirnya_jilid_iv__juz_10-11-12.jpg
Agama,Al-qur'an & tafsirnya jilid II : Juz 4-5-6,Kementrian agama RI (Pengarang),Belum ada deskripsi :(,9793843012,Indonesia,"Jakarta ; : Lentera abadi, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239661.jpg,covers\al-qur'an_&_tafsirnya_jilid_ii__juz_4-5-6.jpg
Agama,Al-qur'an & tafsirnya jilid III : Juz 7-8-9,KEMENTRIAN AGAMA RI (Pengarang),Belum ada deskripsi :(,9793843012,Indonesia,"Jakarta ; : Lentera abadi, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239651.jpg,covers\al-qur'an_&_tafsirnya_jilid_iii__juz_7-8-9.jpg
Agama,Al-qur'an & tafsirnya jilid I : Juz 1-2-3,Kementrian agama RI (Pengarang),Belum ada deskripsi :(,9793843012,Indonesia,"Jakarta ; : Lentera abadi, 2010",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239619.jpg,covers\al-qur'an_&_tafsirnya_jilid_i__juz_1-2-3.jpg
Agama,Ensiklopedi al-qur'an 'jilid 6' : Anekafakta & indeks,Muhammad Kamil Hasan al-mahami (Pengarang) ; Ahmad Fawaid Syadzili (Penerjemah),Belum ada deskripsi :(,9799947901,Indonesia,"Jakarta ; : PT Kharisma ilmu, 2009",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/239610.jpg,covers\ensiklopedi_al-qur'an_'jilid_6'__anekafakta_&_indeks.jpg
